599,Yunseok Jang,Seoul National University,Yale Song,Microsoft AI & Research,Video Prediction with Appearance and Motion Conditions
600,Ghazal Fazelnia,Columbia University,John Paisley,Columbia University,CRVI: Convex Relaxation for Variational Inference
601,Trevor Campbell,MIT,Tamara Broderick,MIT,Bayesian Coreset Construction via Greedy Iterative Geodesic Ascent
602,Junier Oliva,Carnegie Mellon University,Jeff Schneider,Uber/CMU,Transformation Autoregressive Networks
603,Subham S Sahoo,Indian Institute of Technology,Georg Martius,Max Planck Institute for Intelligent Systems,Learning equations for extrapolation and control
604,Myle Ott,Facebook,Marc'Aurelio Ranzato,Facebook AI Research,Analyzing Uncertainty in Neural Machine Translation
605,Denis Yarats,Facebook AI Research,Mike Lewis,Facebook,Hierarchical Text Generation and Planning for Strategic Dialogue
606,AmirEmad Ghassami,UIUC,Elias Bareinboim,Purdue,Budgeted Experiment Design for Causal Structure Learning
607,Yash Deshpande,Massachusetts Institute of Technology,Matt Taddy,MICROSOFT,Accurate Inference for Adaptive Linear Models
608,Han Cai,Shanghai Jiao Tong University,Yong Yu,Shanghai Jiao Tong University,Path-Level Network Transformation for Efficient Architecture Search
609,Jonathan Schwarz,DeepMind,Raia Hadsell,DeepMind,Progress & Compress: A scalable framework for continual learning
610,Trieu H Trinh,Google Brain,Quoc Le,Google Brain,Learning Longer-term Dependencies in RNNs with Auxiliary Losses
611,Gabriel Bender,Google,Quoc Le,Google Brain,Understanding and Simplifying One-Shot Architecture Search
612,Kaiqing Zhang,University of Illinois at Urbana-Champaign (UIUC),Tamer Basar,University of Illinois at Urbana-Champaign,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents
613,David Abel,Brown University,Michael L. Littman,Brown University,State Abstractions for Lifelong Reinforcement Learning
614,Thiago Serra,Carnegie Mellon University,Srikumar Ramalingam,University of Utah,Bounding and Counting Linear Regions of Deep Neural Networks
615,Yasuhiro Fujita,"Preferred Networks, Inc.",Shin-ichi Maeda,"Preferred Networks, Inc.",Clipped Action Policy Gradient
616,Lasse Espeholt,Google Brain Amsterdam,koray kavukcuoglu,DeepMind,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures
617,He Zhao,"FIT, Monash University",Mingyuan Zhou,University of Texas at Austin,Inter and Intra Topic Structure Learning with Word Embeddings
618,Samuel Ainsworth,University of Washington,Emily Fox,University of Washington,oi-VAE: Output Interpretable VAEs for Nonlinear Group Factor Analysis
