919,Evan Liu,"Stanford University, Google Research",Junwhan Ahn,Google,An Imitation Learning Approach for Cache Replacement
920,Jonathan Mamou,Intel Labs,SueYeon Chung,Columbia University,Emergence of Separable Manifolds in Deep Language Representations
921,Siddharth Reddy,"University of California, Berkeley",Jan Leike,U Oxford,Learning Human Objectives by Evaluating Hypothetical Behavior
922,Feihu Huang,University of Pittsburgh,Heng Huang,University of Pittsburgh & JD Finance America Corporation,Momentum-Based Policy Gradient Methods
923,Shangtong Zhang,University of Oxford,Shimon Whiteson,University of Oxford,Provably Convergent Two-Timescale Off-Policy Actor-Critic with Function Approximation
924,Jimmy Lin,University of British Columbia,Margo Seltzer,University of British Columbia,Generalized and Scalable Optimal Sparse Decision Trees
925,Jessica Hoffmann,University of Texas at Austin,Constantine Caramanis,University of Texas,Learning Mixtures of Graphs from Epidemic Cascades 
926,Jiaqi Lv,Southeast University,Masashi Sugiyama,RIKEN / The University of Tokyo,Progressive Identification of True Labels for Partial-Label Learning
927,Qi Lei,University of Texas at Austin,Constantinos Daskalakis,MIT,SGD Learns One-Layer Networks in WGANs
928,Yu Cheng,University of Illinois at Chicago,Mahdi Soltanolkotabi,University of Southern California,High-dimensional Robust Mean Estimation via Gradient Descent
929,Jae Hyun Lim,Mila,Chin-Wei Huang,MILA,AR-DAE: Towards Unbiased Neural Entropy Gradient Estimation
930,Jingwei Xu,Shanghai Jiao Tong University,Prof. Darrell,University of California at Berkeley,Video Prediction via Example Guidance
931,Jonathan Lee,Stanford University,Michael Jordan,UC Berkeley,Accelerated Message Passing for Entropy-Regularized MAP Inference
932,Andrey Sakryukin,National University of Singapore,Mohan Kankanhalli,"National University of Singapore,",Inferring DQN structure for high-dimensional continuous control
933,Chaitanya Ryali,UC San Diego,Dmitry Krotov,IBM Research,Bio-Inspired Hashing for Unsupervised Similarity Search
934,Sai Krishna Gottipati,99andBeyond,Yoshua Bengio,Montreal Institute for Learning Algorithms,Learning to Navigate The Synthetically Accessible Chemical Space Using Reinforcement Learning
935,Georgios Smyrnis,National Technical University of Athens,Petros Maragos,National Technical University of Athens,Multiclass Neural Network Minimization via Tropical Newton Polytope Approximation
936,Wei Ping,Baidu Research,Zhao Song,Baidu Research,WaveFlow: A Compact Flow-based Model for Raw Audio
937,Amirata Ghorbani,Stanford,James Zou,Stanford University,A Distributional Framework For Data Valuation
938,Louis Faury,Criteo AI Lab,Olivier Fercoq,Telecom Paris,Improved Optimistic Algorithms for Logistic Bandits
