719,Yuxin Wen,South China University of Technology,Kui Jia,South China University of Technology,Towards Understanding the Regularization of Adversarial Robustness on Neural Networks
720,Kimon Fountoulakis,University of Waterloo,Shenghao Yang,University of Waterloo,p-Norm Flow Diffusion for Local Graph Clustering
721,Rachel Cummings,Georgia Tech,Wanrong Zhang,Georgia Institute of Technology,Privately detecting changes in unknown distributions
722,Quinlan Sykora,Uber ATG,Raquel Urtasun,Uber ATG & University of Toronto,Multi-Agent Routing Value Iteration Network
723,Blair Bilodeau,University of Toronto,Daniel Roy,University of Toronto; Vector Institute,Improved Bounds on Minimax Regret under Logarithmic Loss via Self-Concordance
724,Maggie Makar,MIT,David Sontag,Massachusetts Institute of Technology,Estimation of Bounds on Potential Outcomes For Decision Making
725,Shiyu Chang,MIT-IBM Watson AI Lab,Tommi Jaakkola,MIT,Invariant Rationalization
726, Hassan Rafique,The University of Iowa,Arshia Singhani,BASIS Independent Silicon Valley,Transparency Promotion with Model-Agnostic Linear Competitors
727,Edric Tam,Duke University,David Dunson,Duke University,Fiedler Regularization: Learning Neural Networks with Graph Sparsity
728,Krzysztof Choromanski,Google Brain Robotics,Vikas Sindhwani,Google,Stochastic Flows and Geometric Optimization on the Orthogonal Group
729,Songzhu Zheng,Stony Brook University,Chao Chen,Stony Brook University,Error-Bounded Correction of Noisy Labels
730,Tanmay Shankar,Facebook AI Research,Abhinav Gupta,Carnegie Mellon University,Learning Robot Skills with Temporal Variational Inference
731,Joon Kim,Carnegie Mellon University,Ameet Talwalkar,Carnegie Mellon University,FACT: A Diagnostic for Group Fairness Trade-offs
732,Yuan Deng,Duke University,Vahab Mirrokni,Google Research,Robust Pricing in Dynamic Mechanism Design
733,Ashley Edwards,Uber AI,Jason Yosinski,Deep Collective,"Estimating Q(s,s') with Deep Deterministic Dynamics Gradients"
734,Yunhua Xiang,University of Washington,Noah Simon,University of Washington,A Flexible Framework for Nonparametric Graphical Modeling that Accommodates Machine Learning
735,Kefan Dong,Tsinghua University,Tengyu Ma,Stanford,On the Expressivity of Neural Networks for Deep Reinforcement Learning
736,Xiao Shi Huang,Layer 6,Maksims Volkovs,Layer6 AI,Improving Transformer Optimization Through Better Initialization 
737,Micah Goldblum,University of Maryland,Tom Goldstein,University of Maryland,Unraveling Meta-Learning: Understanding Feature Representations for Few-Shot Tasks
738,Mingyuan Zhang,University of Pennsylvania,Shivani Agarwal,University of Pennsylvania,Convex Calibrated Surrogates for the Multi-Label F-Measure
