179,Youngsuk Park,Stanford University,Handong Zhao,Adobe Research,Structured Policy Iteration for Linear Quadratic Regulator
180,Arman Hasanzadeh,Texas A&M University,Xiaoning Qian,Texas A&M University,Bayesian Graph Neural Networks with Adaptive Connection Sampling
181,Wenxian Shi,Bytedance,Lei Li,ByteDance AI Lab,Dispersed Exponential Family Mixture VAEs for Interpretable Text Generation
182,Eric Liang,"University of California, Berkeley",Peter Chen,COVARIANT.AI,Variable Skipping for Autoregressive Range Density Estimation
183,Wei Zhang,Facebook Inc.,David Page,Duke,CAUSE: Learning Granger Causality from Event Sequences using Attribution Methods
184,Arnab Bhattacharyya,National University of Singapore,Vinodchandran N. Variyam,"University of Nebraska, Lincoln",Learning and Sampling of Atomic Interventions from Observations
185,Ibrahim El Shar,University of Pittsburgh,Daniel Jiang,University of Pittsburgh,Lookahead-Bounded Q-learning
186,Arpit Agarwal,University of Pennsylvania,Prathamesh Patil,University of Pennsylvania,Rank Aggregation from Pairwise Comparisons in the Presence of Adversarial Corruptions
187,Megha Srivastava,Stanford University,Percy Liang,Stanford University,Robustness to Spurious Correlations via Human Annotations
188,Jingfeng Wu,Johns Hopkins University,Lin Yang,UCLA,Obtaining Adjustable Regularization for Free via Iterate Averaging
189,Jianyi Zhang,Duke University,Changyou Chen,SUNY Buffalo,Variance Reduction in Stochastic Particle-Optimization Sampling
190,Elan Rosenfeld,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University / Bosch Center for AI,Certified Robustness to Label-Flipping Attacks via Randomized Smoothing
191,Vivek Jayaram,University of Washington,John Thickstun,University of Washington,Source Separation with Deep Generative Priors
192,Dylan Foster,MIT,Alexander Rakhlin,MIT,Beyond UCB: Optimal and Efficient Contextual Bandits with Regression Oracles
193,Shiori Sagawa,Stanford University,Percy Liang,Stanford University,An Investigation of Why Overparameterization Exacerbates Spurious Correlations
194,Duo Chai,Shannon.AI,Jiwei Li,Shannon.AI,Description Based Text Classification with Reinforcement Learning
195,Taejong Joo,ESTsoft,Min-Gwan Seo,ESTsoft,Being Bayesian about Categorical Probability
196,Hippolyte Bourel,ENS Rennes,Mohammad Sadegh Talebi,University of Copenhagen,Tightening Exploration in Upper Confidence Reinforcement Learning
197,Rui Wang,Uber AI,Ken Stanley,OpenAI,Enhanced POET: Open-ended Reinforcement Learning through Unbounded Invention of Learning Challenges and their Solutions
198,Somdeb Majumdar,Intel Labs,Kagan Tumer,Oregon State University US,Evolutionary Reinforcement Learning for Sample-Efficient Multiagent Coordination
