219,lum Maystre,EPFL,Matt Grossglauser,EPFL,ChoiceRank: Identifying Preferences from Node Traffic in Networks
220,Jie Shen,Rutgers University,Ping Li,Rugters University,On the Iteration Complexity of Support Recovery via Hard Thresholding Pursuit
221,Olivier Bachem,ETH Zurich,Andreas Krause,ETH Zurich,Uniform Deviation Bounds for k-Means Clustering
222,Natasha Jaques,Massachusetts Institute of Technology,Douglas Eck,Google Brain,Sequence Tutor: Conservative fine-tuning of sequence generation models with KL-control
223,Bin Hu,University of Wisconsin,Laurent Lessard,University of Wisconsin-Madison,Dissipativity Theory for Nesterov's Accelerated Method
224,Si Si,Google Research,Cho-Jui Hsieh,"University of California, Davis",Gradient Boosted Decision Trees for High Dimensional Sparse Output
225,Guillaume Gautier,INRIA Lille,Michal Valko,Inria Lille - Nord Europe,Zonotope hit-and-run for efficient sampling from projection DPPs
226,Mohsen Ahmadi Fahandar,Paderborn University,Ines Couso,University of Oviedo,Statistical Inference for Incomplete Ranking Data: The Case of Rank-Dependent Coarsening
227,Bo Liu,Rutgers,Dimitris Metaxas,Rutgers,Dual Iterative Hard Thresholding: From Non-convex Sparse Minimization to Non-smooth Concave Maximization
228,Heinrich Jiang,Google,Heinrich Jiang,Google,Uniform Convergence Rates for Kernel Density Estimation
229,agibiansky Gibiansky,Baidu Research Silicon Valley AI Lab,Andrew Ng,Baidu,Deep Voice: Real-time Neural Text-to-Speech
230,Yuandong Tian,Facebook AI Research,Yuandong Tian,Facebook AI Research,An Analytical Formula of Population Gradient for two-layered ReLU network and its Applications in Convergence and Critical Point Analysis
231,Jean-Michel Begon,University of Liege,Pierre Geurts,University of Liege,Globally Induced Forest: A Prepruning Compression Scheme
232,Justin Domke,"University of Massachusetts, Amherst",Justin Domke,"University of Massachusetts, Amherst",A Divergence Bound for Hybrids of MCMC and Variational Inference and an Application to Langevin Dynamics and SGVI
233,lum Maystre,EPFL,Matt Grossglauser,EPFL,Just Sort It! A Simple and Effective Approach to Active Preference Learning
234,Haichuan Yang,University of Rochester,Ji Liu,University of Rochester,On The Projection Operator to A Three-view Cardinality Constrained Set
235,Heinrich Jiang,Google,Heinrich Jiang,Google,Density Level Set Estimation on Manifolds with DBSCAN
236,Gaëtan HADJERES,LIP6 / SONY CSL,Frank Nielsen,"Sony CSL, Japan",DeepBach: a Steerable Model for Bach Chorales Generation
237,Luca Franceschi,IIT and UCL,Massimiliano Pontil,University College London,Forward and Reverse Gradient-Based Hyperparameter Optimization
238,Hanbo Li,UC San Diego,Andy Martin,Zillow,Forest-type Regression with General Losses and Robust Forest
